META DATA:
66 (объем бочки)
33 (текущий объем воды в бочке)
2020-08-24T01:19:44.406Z - [username3] - wanna scoop 39| (фэйл)
2020-09-08T23:19:44.410Z - [username7] - wanna scoop 48| (фэйл)
2020-09-09T00:19:44.410Z - [username9] - wanna top up 36| (фэйл)
2020-09-09T01:19:44.410Z - [username8] - wanna scoop 42| (фэйл)
2020-09-09T02:19:44.410Z - [username2] - wanna top up 11| (успех)
2020-09-09T03:19:44.410Z - [username9] - wanna top up 31| (фэйл)
2020-09-09T04:19:44.410Z - [username9] - wanna top up 14| (успех)
2020-09-09T05:19:44.410Z - [username9] - wanna scoop 31| (успех)
2020-09-09T06:19:44.410Z - [username7] - wanna scoop 29| (фэйл)
2020-09-09T07:19:44.410Z - [username7] - wanna top up 46| (фэйл)
2020-09-09T08:19:44.411Z - [username4] - wanna top up 14| (успех)
2020-09-09T09:19:44.411Z - [username5] - wanna top up 48| (фэйл)
2020-09-09T10:19:44.411Z - [username5] - wanna scoop 28| (успех)
2020-09-09T11:19:44.411Z - [username2] - wanna scoop 11| (успех)
2020-09-09T12:19:44.411Z - [username2] - wanna scoop 17| (фэйл)
2020-09-09T13:19:44.411Z - [username8] - wanna top up 24| (успех)
2020-09-09T14:19:44.411Z - [username9] - wanna top up 36| (успех)
2020-09-09T15:19:44.411Z - [username2] - wanna top up 43| (фэйл)
2020-09-09T16:19:44.411Z - [username5] - wanna scoop 22| (успех)
2020-09-09T17:19:44.411Z - [username4] - wanna top up 28| (фэйл)
2020-09-09T18:19:44.411Z - [username1] - wanna top up 16| (успех)
2020-09-09T19:19:44.411Z - [username6] - wanna top up 49| (фэйл)
2020-09-09T20:19:44.411Z - [username10] - wanna top up 12| (фэйл)
2020-09-09T21:19:44.411Z - [username1] - wanna top up 40| (фэйл)
2020-09-09T22:19:44.411Z - [username2] - wanna top up 31| (фэйл)
2020-09-09T23:19:44.411Z - [username7] - wanna scoop 23| (успех)
2020-09-10T00:19:44.411Z - [username10] - wanna scoop 27| (успех)
2020-09-10T01:19:44.411Z - [username1] - wanna top up 35| (успех)
2020-09-10T02:19:44.411Z - [username2] - wanna top up 41| (фэйл)
2020-09-10T03:19:44.411Z - [username5] - wanna scoop 18| (успех)
2020-09-10T04:19:44.411Z - [username5] - wanna scoop 11| (успех)
2020-09-10T05:19:44.411Z - [username7] - wanna top up 13| (успех)
2020-09-10T06:19:44.411Z - [username3] - wanna scoop 38| (фэйл)
2020-09-10T07:19:44.411Z - [username7] - wanna scoop 45| (фэйл)
2020-09-10T08:19:44.411Z - [username5] - wanna top up 10| (успех)
2020-09-10T09:19:44.411Z - [username10] - wanna top up 37| (фэйл)
2020-09-10T10:19:44.411Z - [username8] - wanna scoop 41| (фэйл)
2020-09-10T11:19:44.411Z - [username4] - wanna scoop 43| (фэйл)
2020-09-10T12:19:44.411Z - [username8] - wanna top up 42| (фэйл)
2020-09-10T13:19:44.411Z - [username4] - wanna top up 33| (фэйл)
2020-09-10T14:19:44.411Z - [username10] - wanna scoop 34| (успех)
2020-09-10T15:19:44.411Z - [username6] - wanna scoop 48| (фэйл)
2020-09-10T16:19:44.411Z - [username6] - wanna top up 24| (успех)
2020-09-10T17:19:44.411Z - [username5] - wanna top up 24| (успех)
2020-09-10T18:19:44.411Z - [username5] - wanna top up 24| (фэйл)
2020-09-10T19:19:44.411Z - [username1] - wanna scoop 48| (успех)
2020-09-10T20:19:44.411Z - [username8] - wanna scoop 48| (фэйл)
2020-09-10T21:19:44.411Z - [username1] - wanna top up 50| (успех)
2020-09-10T22:19:44.411Z - [username2] - wanna scoop 11| (успех)
2020-09-10T23:19:44.411Z - [username1] - wanna top up 32| (фэйл)
2020-09-11T00:19:44.411Z - [username10] - wanna top up 17| (успех)
2020-09-11T01:19:44.411Z - [username1] - wanna top up 44| (фэйл)
2020-09-11T02:19:44.411Z - [username4] - wanna scoop 46| (успех)
2020-09-11T03:19:44.411Z - [username8] - wanna scoop 26| (фэйл)
2020-09-11T04:19:44.411Z - [username3] - wanna top up 41| (успех)
2020-09-11T05:19:44.411Z - [username6] - wanna scoop 14| (успех)
2020-09-11T06:19:44.411Z - [username2] - wanna top up 10| (успех)
2020-09-11T07:19:44.411Z - [username5] - wanna scoop 23| (успех)
2020-09-11T08:19:44.411Z - [username5] - wanna scoop 24| (успех)
2020-09-11T09:19:44.411Z - [username7] - wanna top up 30| (успех)
2020-09-11T10:19:44.411Z - [username9] - wanna top up 31| (успех)
2020-09-11T11:19:44.411Z - [username7] - wanna scoop 45| (успех)
2020-09-11T12:19:44.411Z - [username3] - wanna top up 34| (успех)
2020-09-11T13:19:44.411Z - [username9] - wanna top up 35| (фэйл)
2020-09-11T14:19:44.411Z - [username1] - wanna top up 16| (фэйл)
2020-09-11T15:19:44.411Z - [username6] - wanna scoop 30| (успех)
2020-09-11T16:19:44.411Z - [username5] - wanna scoop 18| (успех)
2020-09-11T17:19:44.411Z - [username1] - wanna scoop 50| (фэйл)
2020-09-11T18:19:44.411Z - [username2] - wanna top up 44| (успех)
2020-09-11T19:19:44.411Z - [username6] - wanna scoop 27| (успех)
2020-09-11T20:19:44.411Z - [username8] - wanna top up 48| (фэйл)
2020-09-11T21:19:44.411Z - [username8] - wanna scoop 32| (фэйл)
2020-09-11T22:19:44.411Z - [username4] - wanna top up 48| (фэйл)
2020-09-11T23:19:44.411Z - [username1] - wanna scoop 26| (фэйл)
2020-09-12T00:19:44.411Z - [username7] - wanna top up 38| (успех)
2020-09-12T01:19:44.411Z - [username4] - wanna top up 31| (фэйл)
2020-09-12T02:19:44.411Z - [username9] - wanna scoop 14| (успех)
2020-09-12T03:19:44.411Z - [username2] - wanna scoop 13| (успех)
2020-09-12T04:19:44.411Z - [username10] - wanna top up 46| (фэйл)
2020-09-12T05:19:44.411Z - [username5] - wanna scoop 26| (успех)
2020-09-12T06:19:44.411Z - [username4] - wanna top up 28| (успех)
2020-09-12T07:19:44.411Z - [username10] - wanna top up 20| (успех)
2020-09-12T08:19:44.411Z - [username3] - wanna top up 38| (фэйл)
2020-09-12T09:19:44.411Z - [username9] - wanna scoop 21| (успех)
2020-09-12T10:19:44.411Z - [username1] - wanna top up 41| (фэйл)
2020-09-12T11:19:44.411Z - [username6] - wanna top up 41| (фэйл)
2020-09-12T12:19:44.411Z - [username4] - wanna scoop 11| (успех)
2020-09-12T13:19:44.411Z - [username5] - wanna scoop 25| (фэйл)
2020-09-12T14:19:44.411Z - [username5] - wanna scoop 36| (фэйл)
2020-09-12T15:19:44.411Z - [username10] - wanna top up 20| (успех)
2020-09-12T16:19:44.411Z - [username3] - wanna top up 43| (фэйл)
2020-09-12T17:19:44.411Z - [username1] - wanna top up 18| (успех)
2020-09-12T18:19:44.411Z - [username9] - wanna scoop 39| (успех)
2020-09-12T19:19:44.411Z - [username10] - wanna top up 10| (успех)
2020-09-12T20:19:44.411Z - [username8] - wanna top up 24| (успех)
2020-09-12T21:19:44.411Z - [username3] - wanna top up 30| (фэйл)
2020-09-12T22:19:44.411Z - [username1] - wanna scoop 13| (успех)
2020-09-12T23:19:44.411Z - [username1] - wanna scoop 33| (успех)
2020-09-13T00:19:44.411Z - [username4] - wanna scoop 28| (фэйл)
2020-09-13T01:19:44.411Z - [username2] - wanna top up 29| (успех)
2020-09-13T02:19:44.411Z - [username6] - wanna scoop 15| (успех)
2020-09-13T03:19:44.411Z - [username9] - wanna scoop 45| (фэйл)
2020-09-13T04:19:44.411Z - [username7] - wanna top up 32| (успех)
2020-09-13T05:19:44.411Z - [username8] - wanna top up 37| (фэйл)
2020-09-13T06:19:44.411Z - [username7] - wanna top up 47| (фэйл)
2020-09-13T07:19:44.411Z - [username1] - wanna scoop 43| (успех)
2020-09-13T08:19:44.411Z - [username7] - wanna scoop 15| (фэйл)
2020-09-13T09:19:44.411Z - [username2] - wanna top up 25| (успех)
2020-09-13T10:19:44.411Z - [username10] - wanna scoop 40| (фэйл)
2020-09-13T11:19:44.411Z - [username7] - wanna scoop 22| (успех)
2020-09-13T12:19:44.411Z - [username2] - wanna top up 10| (успех)
2020-09-13T13:19:44.411Z - [username6] - wanna top up 38| (успех)
2020-09-13T14:19:44.411Z - [username8] - wanna scoop 14| (успех)
2020-09-13T15:19:44.411Z - [username10] - wanna top up 16| (успех)
2020-09-13T16:19:44.411Z - [username10] - wanna scoop 44| (успех)
2020-09-13T17:19:44.412Z - [username8] - wanna top up 15| (успех)
2020-09-13T18:19:44.412Z - [username9] - wanna top up 48| (фэйл)
2020-09-13T19:19:44.412Z - [username9] - wanna scoop 32| (успех)
2020-09-13T20:19:44.412Z - [username4] - wanna top up 26| (успех)
2020-09-13T21:19:44.412Z - [username5] - wanna top up 43| (фэйл)
2020-09-13T22:19:44.412Z - [username4] - wanna scoop 23| (успех)
2020-09-13T23:19:44.412Z - [username3] - wanna top up 31| (успех)
2020-09-14T00:19:44.412Z - [username5] - wanna scoop 42| (фэйл)
2020-09-14T01:19:44.412Z - [username4] - wanna top up 25| (успех)
2020-09-14T02:19:44.412Z - [username10] - wanna scoop 12| (успех)
2020-09-14T03:19:44.412Z - [username4] - wanna scoop 43| (успех)
2020-09-14T04:19:44.412Z - [username3] - wanna scoop 12| (фэйл)
2020-09-14T05:19:44.412Z - [username6] - wanna top up 32| (успех)
2020-09-14T06:19:44.412Z - [username3] - wanna scoop 47| (фэйл)
2020-09-14T07:19:44.412Z - [username5] - wanna scoop 34| (успех)
2020-09-14T08:19:44.412Z - [username2] - wanna scoop 39| (фэйл)
2020-09-14T09:19:44.412Z - [username6] - wanna top up 34| (успех)
2020-09-14T10:19:44.412Z - [username8] - wanna scoop 14| (успех)
2020-09-14T11:19:44.412Z - [username10] - wanna top up 40| (успех)
2020-09-14T12:19:44.412Z - [username5] - wanna top up 44| (фэйл)
2020-09-14T13:19:44.412Z - [username5] - wanna top up 34| (фэйл)
2020-09-14T14:19:44.412Z - [username8] - wanna scoop 50| (успех)
2020-09-14T15:19:44.412Z - [username8] - wanna top up 50| (успех)
2020-09-14T16:19:44.412Z - [username4] - wanna top up 42| (фэйл)
2020-09-14T17:19:44.412Z - [username4] - wanna scoop 21| (успех)
2020-09-14T18:19:44.412Z - [username3] - wanna top up 10| (успех)
2020-09-14T19:19:44.412Z - [username9] - wanna scoop 32| (успех)
2020-09-14T20:19:44.412Z - [username2] - wanna top up 40| (успех)
2020-09-14T21:19:44.412Z - [username2] - wanna scoop 17| (успех)
2020-09-14T22:19:44.412Z - [username1] - wanna scoop 29| (успех)
2020-09-14T23:19:44.412Z - [username4] - wanna scoop 20| (фэйл)
2020-09-15T00:19:44.412Z - [username7] - wanna scoop 32| (фэйл)
2020-09-15T01:19:44.412Z - [username1] - wanna scoop 38| (фэйл)
2020-09-15T02:19:44.412Z - [username9] - wanna scoop 10| (успех)
2020-09-15T03:19:44.412Z - [username7] - wanna scoop 14| (фэйл)
2020-09-15T04:19:44.412Z - [username2] - wanna top up 33| (успех)
2020-09-15T05:19:44.412Z - [username1] - wanna scoop 25| (успех)
2020-09-15T06:19:44.412Z - [username8] - wanna scoop 18| (фэйл)
2020-09-15T07:19:44.412Z - [username3] - wanna scoop 20| (фэйл)
2020-09-15T08:19:44.412Z - [username3] - wanna scoop 38| (фэйл)
2020-09-15T09:19:44.412Z - [username8] - wanna scoop 27| (фэйл)
2020-09-15T10:19:44.412Z - [username5] - wanna scoop 44| (фэйл)
2020-09-15T11:19:44.412Z - [username1] - wanna top up 26| (успех)
2020-09-15T12:19:44.412Z - [username3] - wanna scoop 18| (успех)
2020-09-15T13:19:44.412Z - [username5] - wanna scoop 36| (фэйл)
2020-09-15T14:19:44.412Z - [username1] - wanna top up 15| (успех)
2020-09-15T15:19:44.412Z - [username9] - wanna scoop 18| (успех)
2020-09-15T16:19:44.412Z - [username5] - wanna scoop 21| (фэйл)
2020-09-15T17:19:44.412Z - [username6] - wanna top up 48| (фэйл)
2020-09-15T18:19:44.412Z - [username4] - wanna top up 39| (успех)
2020-09-15T19:19:44.412Z - [username1] - wanna top up 16| (фэйл)
2020-09-15T20:19:44.412Z - [username3] - wanna scoop 10| (успех)
2020-09-15T21:19:44.412Z - [username10] - wanna scoop 16| (успех)
2020-09-15T22:19:44.412Z - [username3] - wanna top up 38| (фэйл)
2020-09-15T23:19:44.412Z - [username1] - wanna top up 24| (успех)
2020-09-16T00:19:44.412Z - [username2] - wanna top up 20| (фэйл)
2020-09-16T01:19:44.412Z - [username9] - wanna top up 33| (фэйл)
2020-09-16T02:19:44.412Z - [username4] - wanna scoop 10| (успех)
2020-09-16T03:19:44.412Z - [username8] - wanna scoop 36| (успех)
2020-09-16T04:19:44.412Z - [username2] - wanna top up 29| (успех)
2020-09-16T05:19:44.412Z - [username6] - wanna scoop 31| (успех)
2020-09-16T06:19:44.412Z - [username9] - wanna scoop 13| (фэйл)
2020-09-16T07:19:44.412Z - [username4] - wanna top up 35| (успех)
2020-09-16T08:19:44.412Z - [username3] - wanna scoop 22| (успех)
2020-09-16T09:19:44.412Z - [username10] - wanna top up 47| (фэйл)
2020-09-16T10:19:44.412Z - [username10] - wanna scoop 27| (фэйл)
2020-09-16T11:19:44.412Z - [username3] - wanna scoop 26| (фэйл)
2020-09-16T12:19:44.412Z - [username10] - wanna top up 19| (успех)
2020-09-16T13:19:44.412Z - [username9] - wanna scoop 39| (успех)
2020-09-16T14:19:44.412Z - [username10] - wanna scoop 32| (фэйл)
2020-09-16T15:19:44.412Z - [username6] - wanna top up 47| (успех)
2020-09-16T16:19:44.412Z - [username2] - wanna scoop 14| (успех)
2020-09-16T17:19:44.412Z - [username7] - wanna scoop 13| (успех)
2020-09-16T18:19:44.412Z - [username4] - wanna top up 25| (успех)
2020-09-16T19:19:44.412Z - [username8] - wanna top up 34| (фэйл)
2020-09-16T20:19:44.412Z - [username5] - wanna scoop 49| (фэйл)
2020-09-16T21:19:44.412Z - [username9] - wanna top up 43| (фэйл)
2020-09-16T22:19:44.412Z - [username6] - wanna top up 16| (успех)
2020-09-16T23:19:44.412Z - [username2] - wanna top up 32| (фэйл)
2020-09-17T00:19:44.412Z - [username8] - wanna scoop 48| (успех)
2020-09-17T01:19:44.412Z - [username8] - wanna scoop 48| (фэйл)
2020-09-17T02:19:44.412Z - [username4] - wanna top up 18| (успех)
2020-09-17T03:19:44.412Z - [username3] - wanna scoop 45| (фэйл)
2020-09-17T04:19:44.412Z - [username6] - wanna scoop 34| (фэйл)
2020-09-17T05:19:44.412Z - [username10] - wanna scoop 17| (успех)
2020-09-17T06:19:44.412Z - [username5] - wanna top up 31| (успех)
2020-09-17T07:19:44.412Z - [username9] - wanna scoop 35| (успех)
2020-09-17T08:19:44.412Z - [username1] - wanna scoop 12| (фэйл)
2020-09-17T09:19:44.412Z - [username5] - wanna top up 16| (успех)
2020-09-17T10:19:44.412Z - [username6] - wanna top up 25| (успех)
2020-09-17T11:19:44.412Z - [username6] - wanna top up 10| (успех)
2020-09-17T12:19:44.412Z - [username8] - wanna top up 14| (фэйл)
2020-09-17T13:19:44.412Z - [username6] - wanna top up 43| (фэйл)
2020-09-17T14:19:44.412Z - [username5] - wanna scoop 13| (успех)
2020-09-17T15:19:44.412Z - [username7] - wanna top up 15| (успех)
2020-09-17T16:19:44.412Z - [username6] - wanna top up 10| (фэйл)
2020-09-17T17:19:44.412Z - [username7] - wanna top up 26| (фэйл)
2020-09-17T18:19:44.412Z - [username5] - wanna scoop 42| (успех)
2020-09-17T19:19:44.412Z - [username9] - wanna top up 11| (успех)
2020-09-17T20:19:44.412Z - [username3] - wanna scoop 16| (успех)
2020-09-17T21:19:44.412Z - [username4] - wanna scoop 42| (фэйл)
2020-09-17T22:19:44.413Z - [username7] - wanna top up 18| (успех)
2020-09-17T23:19:44.413Z - [username8] - wanna top up 20| (успех)
2020-09-18T00:19:44.413Z - [username8] - wanna top up 40| (фэйл)
2020-09-18T01:19:44.413Z - [username7] - wanna scoop 23| (успех)
2020-09-18T02:19:44.413Z - [username2] - wanna top up 21| (успех)
2020-09-18T03:19:44.413Z - [username4] - wanna scoop 33| (успех)
2020-09-18T04:19:44.413Z - [username8] - wanna scoop 45| (фэйл)
2020-09-18T05:19:44.413Z - [username8] - wanna scoop 50| (фэйл)
2020-09-18T06:19:44.413Z - [username1] - wanna top up 37| (успех)
2020-09-18T07:19:44.413Z - [username5] - wanna top up 22| (фэйл)
2020-09-18T08:19:44.413Z - [username6] - wanna top up 46| (фэйл)
2020-09-18T09:19:44.413Z - [username7] - wanna scoop 11| (успех)
2020-09-18T10:19:44.413Z - [username3] - wanna scoop 39| (успех)
2020-09-18T11:19:44.413Z - [username9] - wanna scoop 17| (фэйл)
2020-09-18T12:19:44.413Z - [username6] - wanna top up 23| (успех)
2020-09-18T13:19:44.413Z - [username7] - wanna top up 15| (успех)
2020-09-18T14:19:44.413Z - [username2] - wanna scoop 41| (успех)
2020-09-18T15:19:44.413Z - [username7] - wanna scoop 15| (фэйл)
2020-09-18T16:19:44.413Z - [username4] - wanna scoop 39| (фэйл)
2020-09-18T17:19:44.413Z - [username4] - wanna scoop 19| (фэйл)
2020-09-18T18:19:44.413Z - [username4] - wanna top up 14| (успех)
2020-09-18T19:19:44.413Z - [username6] - wanna top up 35| (успех)
2020-09-18T20:19:44.413Z - [username3] - wanna top up 41| (фэйл)
2020-09-18T21:19:44.413Z - [username10] - wanna top up 29| (фэйл)
2020-09-18T22:19:44.413Z - [username2] - wanna top up 35| (фэйл)
2020-09-18T23:19:44.413Z - [username7] - wanna scoop 23| (успех)
2020-09-19T00:19:44.413Z - [username5] - wanna top up 41| (фэйл)
2020-09-19T01:19:44.413Z - [username8] - wanna scoop 13| (успех)
2020-09-19T02:19:44.413Z - [username4] - wanna top up 41| (успех)
2020-09-19T03:19:44.413Z - [username10] - wanna top up 31| (фэйл)
2020-09-19T04:19:44.413Z - [username2] - wanna scoop 49| (успех)
2020-09-19T05:19:44.413Z - [username9] - wanna scoop 22| (фэйл)
2020-09-19T06:19:44.413Z - [username1] - wanna top up 49| (успех)
2020-09-19T07:19:44.413Z - [username8] - wanna top up 40| (фэйл)
2020-09-19T08:19:44.413Z - [username4] - wanna scoop 33| (успех)
2020-09-19T09:19:44.413Z - [username9] - wanna scoop 45| (фэйл)
2020-09-19T10:19:44.413Z - [username4] - wanna top up 44| (фэйл)
2020-09-19T11:19:44.413Z - [username8] - wanna top up 31| (успех)
2020-09-19T12:19:44.413Z - [username4] - wanna top up 25| (фэйл)
2020-09-19T13:19:44.413Z - [username7] - wanna scoop 26| (успех)
2020-09-19T14:19:44.413Z - [username5] - wanna scoop 15| (успех)
2020-09-19T15:19:44.413Z - [username10] - wanna top up 41| (успех)
2020-09-19T16:19:44.413Z - [username6] - wanna top up 21| (фэйл)
2020-09-19T17:19:44.413Z - [username5] - wanna top up 22| (фэйл)
2020-09-19T18:19:44.413Z - [username4] - wanna top up 50| (фэйл)
2020-09-19T19:19:44.413Z - [username6] - wanna top up 49| (фэйл)
2020-09-19T20:19:44.413Z - [username9] - wanna top up 49| (фэйл)
2020-09-19T21:19:44.413Z - [username9] - wanna scoop 27| (успех)
2020-09-19T22:19:44.413Z - [username3] - wanna top up 11| (успех)
